Ensembl	Gene	DNARegion
ENSG00000271427	RP11-188D8.1	1:117907521-117908095
ENSG00000271428	RP1-224A6.8	1:22394833-22395320
ENSG00000271429	RPL17P51	13:40798762-40798999
ENSG00000271430	RP3-368A4.5	X:73420064-73461983
ENSG00000271433	PPATP2	X:77954881-77955388
ENSG00000271437	RP11-295B17.6	13:99205497-99206034
ENSG00000271443	RP11-541E12.1	2:38762400-38763391
ENSG00000271452	RP11-342K6.2	2:75897115-75897580
ENSG00000271459	RP4-560B9.6	1:171724943-171725463
ENSG00000271461	RP4-673D20.6	20:1737402-1739586
ENSG00000271466	CICP24	7:63228635-63231425
ENSG00000271468	RP11-14N4.1	14:39074459-39075302
ENSG00000271480	RP11-475J5.10	5:99386423-99386767
ENSG00000271482	CTB-152G17.4	7:104845047-104845306
ENSG00000271483	RP11-384A12.1	3:194192652-194192814
ENSG00000271484	RP11-132J14.3	14:56013392-56014841
ENSG00000271490	RP11-60E8.4	12:51200118-51200220
ENSG00000271495	RP11-666O2.1	16:28559652-28559979
ENSG00000271499	CTC-559E9.9	19:19861427-19863353
ENSG00000271500	RP11-288K12.1	12:1804996-1807210
ENSG00000271511	RP11-712C19.1	14:64828110-64828355
ENSG00000271519	RP11-307A17.2	X:35882975-35887748
ENSG00000271522	RP11-36B6.1	7:130474967-130476483
ENSG00000271524	CTC-260E6.10	19:20332678-20333272
ENSG00000271525	RP11-349K21.1	9:136944026-136944566
ENSG00000271527	RP11-7G12.2	1:165910472-165911006
ENSG00000271529	CICP14	7:128296016-128298845
ENSG00000271532	RP11-426K3.1	2:101684840-101685118
ENSG00000271533	RP3-368A4.6	X:73429811-73433495
ENSG00000271536	RP11-51I5.1	2:74104693-74105989
ENSG00000271537	RP11-365F18.6	7:138883303-138883888
ENSG00000271538	RP11-326I11.4	4:185427614-185458708
ENSG00000271543	RP11-692M12.5	11:47817721-47817931
ENSG00000271546	RP4-725K1.1	1:145088039-145088567
ENSG00000271547	RP11-579D7.8	12:49194359-49194869
ENSG00000271550	RP11-561N12.7	7:64139332-64147771
ENSG00000271551	RP11-230C9.2	6:157097494-157098211
ENSG00000271553	RP11-274B21.10	7:128307097-128308210
ENSG00000271554	RP4-665N4.8	1:36457710-36479231
ENSG00000271555	CTD-3214K23.1	8:53635463-53635701
ENSG00000271557	RP11-692M12.4	11:47862876-47863234
ENSG00000271559	RP11-380N8.6	13:26803469-26803781
ENSG00000271560	KB-1410C5.4	8:102349724-102349877
ENSG00000271573	RP11-96C23.12	10:88786941-88787234
ENSG00000271580	RP11-536L3.4	1:205060291-205061074
ENSG00000271581	XXbac-BPG248L24.12	6:31324424-31325414
ENSG00000271582	RP11-511P7.4	7:150181149-150182223
ENSG00000271585	CTB-88F18.4	5:126512388-126512742
ENSG00000271586	RP11-52M17.1	7:44640631-44641086
ENSG00000271590	RP11-181E10.3	2:111968572-111970053
ENSG00000271596	RP11-407N8.4	12:51342900-51343167
ENSG00000271597	RP11-85D18.1	2:69478950-69479496
ENSG00000271598	CTD-2542C24.9	19:21208721-21208847
ENSG00000271605	MILR1	17:62461569-62464760
ENSG00000271607	RP3-418A9.3	6:111185063-111185654
ENSG00000271608	RP11-697G4.4	6:108872221-108872410
ENSG00000271609	CTB-31N19.4	16:21549808-21550115
ENSG00000271612	HSPE1P14	8:103463991-103464711
ENSG00000271614	LINC00936	12:90102736-90106367
ENSG00000271615	CTD-2026C7.1	2:57982563-57993187
ENSG00000271618	RP11-175G14.2	1:72203856-72204037
ENSG00000271621	RP11-60E8.3	12:51241708-51242095
ENSG00000271623	RP11-435I10.5	16:28376021-28376654
ENSG00000271625	PSMA6P4	13:98127996-98128713
ENSG00000271626	RP11-3K24.2	17:58393195-58393576
ENSG00000271631	RP11-408O19.5	9:115647438-115648047
ENSG00000271635	RP11-68E19.1	2:112315990-112317514
ENSG00000271638	CTC-575C13.2	19:20434801-20435377
ENSG00000271639	RP11-289A15.1	2:234454128-234455678
ENSG00000271642	RP11-66E20.2	12:47075854-47076496
ENSG00000271643	RP11-10C24.3	3:33837180-33838442
ENSG00000271644	RP3-365I19.2	1:144043972-144044082
ENSG00000271646	RP11-326I11.3	4:185395956-185398458
ENSG00000271649	LINC00904	19:35382933-35389847
ENSG00000271653	RP11-259K5.1	3:37258270-37259479
ENSG00000271657	RP11-270B14.1	2:62395997-62398298
ENSG00000271659	RP11-435O5.4	9:98276327-98276802
ENSG00000271662	RP11-141C7.3	3:195377017-195378343
ENSG00000271664	RP4-800G7.3	7:148972710-148975083
ENSG00000271666	CTC-523E23.9	19:35316318-35316900
ENSG00000271670	RP11-95I16.4	10:122638768-122640179
ENSG00000271676	RP11-1E1.2	4:78033648-78034611
ENSG00000271680	RP11-564A8.8	1:207079273-207079738
ENSG00000271686	CTD-2230M5.3	X:113623588-113624407
ENSG00000271687	MTND5P10	5:99382681-99384489
ENSG00000271693	CTD-2194M22.1	X:87624344-87624460
ENSG00000271697	RP11-1012A1.10	14:68201912-68202067
ENSG00000271698	GS1-393G12.13	8:145576888-145579269
ENSG00000271702	RP11-63N3.2	18:75344884-75345316
ENSG00000271705	RPL17P3	14:81467510-81468130
ENSG00000271707	ATP1B3P1	2:60962030-60962850
ENSG00000271709	RP11-297J22.1	2:121623953-121624978
ENSG00000271710	RP11-312P12.3	10:76401168-76401534
ENSG00000271711	RP11-392O18.2	3:150329049-150329664
ENSG00000271714	CTD-2377O17.1	5:74161718-74163679
ENSG00000271715	CTD-2256P15.5	5:10269601-10270030
ENSG00000271716	RP11-169K17.4	3:11648658-11652222
ENSG00000271717	CTD-3020H12.4	19:8287037-8304532
ENSG00000271721	RP11-337C18.9	1:146647181-146649319
ENSG00000271722	RP11-446E9.2	8:56926046-56926727
ENSG00000271723	MROH7-TTC4	1:55107459-55207981
ENSG00000271725	RP11-761I4.4	15:81595556-81601732
ENSG00000271727	RP11-532F6.4	6:711533-750729
ENSG00000271730	RP11-787I22.3	6:109319685-109320328
ENSG00000271732	RP5-1182A14.5	1:16943886-16944224
ENSG00000271734	RP1-111B22.3	6:108351453-108351922
ENSG00000271737	CTB-113I20.2	5:133340838-133341253
ENSG00000271738	RP11-137H2.6	10:82194765-82196869
ENSG00000271742	RP4-680D5.9	1:16009368-16009623
ENSG00000271743	CTD-2541M15.3	8:6473125-6474719
ENSG00000271748	MIR92B	1:155164968-155165063
ENSG00000271749	RP11-269G24.7	17:61470716-61470947
ENSG00000271751	RP11-110I1.14	11:118935974-118936388
ENSG00000271752	RP11-269M20.3	5:49958693-49959100
ENSG00000271754	RP3-337H4.9	6:43486918-43487462
ENSG00000271755	RP1-153G14.4	6:27371789-27374743
ENSG00000271757	RP11-111M22.5	11:76103240-76103949
ENSG00000271761	XXbac-BPGBPG55C20.3	6:58228887-58229426
ENSG00000271763	RP11-386M24.9	15:93146140-93163245
ENSG00000271766	CTD-2195M15.3	5:126813987-126814429
ENSG00000271767	AP002789.1	11:77306156-77306224
ENSG00000271769	RP11-216P16.2	12:121438289-121439071
ENSG00000271771	RP11-1250I15.3	5:34158226-34158872
ENSG00000271776	RP11-52L5.6	13:79170264-79173754
ENSG00000271778	RP11-379F4.8	3:158500336-158500913
ENSG00000271779	RP11-87N3.6	17:62568947-62569199
ENSG00000271780	RP11-1017G21.5	14:102414684-102415762
ENSG00000271781	CTD-2589H19.6	5:675941-676731
ENSG00000271782	RP5-850O15.4	1:50902700-50902978
ENSG00000271784	RP1-28H20.3	20:45318298-45318928
ENSG00000271787	RP11-254F7.3	2:10194548-10194993
ENSG00000271788	CTD-2201E18.5	5:43006835-43007645
ENSG00000271789	RP5-1112D6.7	6:111618329-111619713
ENSG00000271794	snoU13	1:11229564-11229670
ENSG00000271795	CTC-251D13.1	5:150889014-150892330
ENSG00000271797	CTC-428G20.6	5:114598202-114599145
ENSG00000271798	SNORA51	20:2635713-2635844
ENSG00000271803	RP1-63M2.5	20:32262323-32263186
ENSG00000271806	RP5-892K4.1	1:2072523-2076718
ENSG00000271810	RP11-426L16.10	1:113245236-113254055
ENSG00000271811	RP1-79C4.4	1:170636522-170638566
ENSG00000271815	CTD-2235C13.3	5:74659585-74660067
ENSG00000271816	RP11-574K11.28	10:75458909-75490245
ENSG00000271817	U3	4:159621843-159622060
ENSG00000271818	7SK	13:45697228-45697549
ENSG00000271819	U6	15:50639620-50639726
ENSG00000271820	RP5-894D12.5	6:170575757-170585850
ENSG00000271821	XXbac-BPG299F13.14	6:31167942-31169695
ENSG00000271824	AC009014.3	5:135527156-135528822
ENSG00000271825	RP11-337N6.2	2:178165328-178166734
ENSG00000271828	CTD-2310F14.1	5:56223701-56225400
ENSG00000271831	AL022345.9	10:43079215-43079241
ENSG00000271833	RP11-356B19.11	9:130129049-130129676
ENSG00000271835	RP11-129K12.4	3:37026534-37026975
ENSG00000271840	RP1-224A6.9	1:22427106-22427853
ENSG00000271841	U7	3:17706455-17706517
ENSG00000271842	snoU13	3:175457059-175457164
ENSG00000271843	RP11-245J9.5	3:63993758-63994368
ENSG00000271845	RP4-790G17.7	1:150227489-150229681
ENSG00000271847	RP4-740C4.8	1:2309056-2309799
ENSG00000271848	RP11-464F9.21	10:75413797-75434477
ENSG00000271849	CTC-332L22.1	5:109023503-109024030
ENSG00000271851	RP11-565F19.2	17:9456640-9459013
ENSG00000271852	SNORD11B	2:203156055-203156144
ENSG00000271855	RP11-214N9.1	2:9696028-9696904
ENSG00000271856	RP11-861A13.4	3:107844668-107857457
ENSG00000271857	RP1-244F24.1	6:45388816-45389742
ENSG00000271858	XXcos-LUCA11.4	3:50402765-50405628
ENSG00000271862	RP11-343L5.2	5:82345195-82346783
ENSG00000271868	RP11-1293J14.1	2:3500727-3501199
ENSG00000271869	RP11-51J9.5	8:30013346-30013748
ENSG00000271870	RP11-97C16.1	3:3194626-3195119
ENSG00000271871	AC005740.6	5:141331984-141332940
ENSG00000271882	KB-1410C5.5	8:102220376-102220786
ENSG00000271886	MIR98	X:53583184-53583302
ENSG00000271888	RP11-560J1.2	6:15244154-15245231
ENSG00000271889	RP11-493E12.1	2:61378568-61389240
ENSG00000271895	RP4-635E18.8	1:11089716-11090585
ENSG00000271899	MIR4466	6:157100812-157100865
ENSG00000271904	CTC-498M16.4	5:87729709-87794514
ENSG00000271905	AC137590.1	12:132486235-132486320
ENSG00000271911	RP11-532F6.5	6:761675-780648
ENSG00000271912	RP11-661A12.14	8:144683416-144685394
ENSG00000271913	RP1-111C20.4	6:159409210-159485957
ENSG00000271914	RP4-789D17.5	1:36395321-36395716
ENSG00000271918	CTD-2287O16.5	5:115419504-115421113
ENSG00000271919	RP11-269G24.8	17:61409345-61409900
ENSG00000271921	RP4-740C4.9	1:2306292-2306792
ENSG00000271926	CTD-2376I4.1	5:72249462-72250101
ENSG00000271927	CTD-2541M15.4	8:6503576-6506025
ENSG00000271930	RP11-44N12.5	8:99955823-99956326
ENSG00000271931	RP11-63L7.5	6:89789883-89790386
ENSG00000271933	RP11-338I21.1	10:85898176-85900338
ENSG00000271936	RP11-443B20.1	2:25048479-25049586
ENSG00000271937	RP11-424N24.2	3:44379433-44380044
ENSG00000271938	RP11-589C21.6	8:41996979-41997270
ENSG00000271941	RP11-188P20.3	3:43388415-43389135
ENSG00000271943	RP11-222K16.1	3:27679806-27680267
ENSG00000271945	RP11-354K4.2	6:77484700-77485577
ENSG00000271947	RP11-439M11.1	2:7045855-7046432
ENSG00000271948	RP11-242F4.2	8:17082473-17082978
ENSG00000271955	RP11-444A22.1	2:59445815-60327335
ENSG00000271958	RP11-617D20.2	4:38619886-38621058
ENSG00000271959	CTD-3064M3.7	8:142444645-142448054
ENSG00000271963	CTD-2140B24.6	12:133692278-133698926
ENSG00000271964	RP11-415F23.2	3:16355946-16356494
ENSG00000271966	RP11-7F18.2	8:68256210-68257322
ENSG00000271967	RP11-134K13.4	6:71306141-71306683
ENSG00000271969	U47924.29	12:7074112-7074545
ENSG00000271970	RP3-337H4.10	6:43529609-43530156
ENSG00000271971	CTD-2006H14.2	8:94727606-94728341
ENSG00000271973	RP11-572O6.1	3:48709888-48710166
ENSG00000271975	RP11-383J24.6	8:125318430-125320617
ENSG00000271976	RP11-884K10.7	3:53893021-53895603
ENSG00000271978	RP11-428J1.4	6:5031990-5054657
ENSG00000271980	CTD-2256P15.4	5:10264709-10267258
ENSG00000271983	RP11-28H5.2	15:80985557-80986048
ENSG00000271984	RP3-337O18.9	20:44521333-44522058
ENSG00000271986	Metazoa_SRP	6:74197315-74197600
ENSG00000271989	RP4-736L20.3	1:10489938-10490734
ENSG00000271991	RP11-79O8.1	2:20101786-20102330
ENSG00000271992	RP11-42O15.3	1:70910754-70911219
ENSG00000271993	RP11-285J16.1	3:37223598-37224225
ENSG00000271996	RP11-337N6.1	2:178171101-178175300
ENSG00000271997	RP11-97O12.6	15:89045175-89049018
ENSG00000272002	RP11-557L19.1	2:7401002-7401635
ENSG00000272003	RP11-23P13.7	15:42188137-42189031
ENSG00000272005	RP11-91J19.4	8:424455-427966
ENSG00000272006	RP11-583F2.6	17:62947616-62947727
ENSG00000272008	RP11-393I2.4	6:87860877-87865003
ENSG00000272009	RP1-313I6.12	6:28046570-28048908
ENSG00000272010	CTD-3025N20.3	8:66504085-66504707
ENSG00000272016	RP11-215G15.5	5:10654332-10657928
ENSG00000272017	RP1-199J3.7	6:100015973-100016972
ENSG00000272019	Metazoa_SRP	22:23474919-23475192
ENSG00000272021	AC008592.8	5:95185013-95185559
ENSG00000272023	CTC-350I8.1	5:132299462-132299856
ENSG00000272024	RP11-546K22.3	8:52862844-52863250
ENSG00000272025	SNORA74	2:65385796-65385994
ENSG00000272027	RP11-529E15.1	2:34917357-34928447
ENSG00000272028	U6	12:51407917-51408024
ENSG00000272029	RP3-511B24.6	20:39809096-39825427
ENSG00000272030	RP1-178F15.4	1:153603914-153606873
ENSG00000272033	RP11-52A20.2	1:167348345-167350237
ENSG00000272034	SNORD14A	11:17096201-17096291
ENSG00000272037	KB-431C1.5	8:103268620-103270049
ENSG00000272040	CTC-366B18.4	5:74904642-74905808
ENSG00000272043	RP11-44N11.3	8:123792999-123793310
ENSG00000272046	RP11-471M2.3	13:88459889-88463487
ENSG00000272047	GTF2H5	6:158589384-158620376
ENSG00000272048	RP11-458N5.1	2:25450724-25451090
ENSG00000272049	RP11-480D4.6	5:8445062-8445648
ENSG00000272053	RP11-367G6.3	6:25015180-25042398
ENSG00000272054	RP11-423P10.2	2:37436018-37439820
ENSG00000272055	RNU6-6P	10:13259269-13259375
ENSG00000272056	RP11-503P10.1	2:27276486-27277144
ENSG00000272057	CTB-40H15.4	5:14872441-14872822
ENSG00000272065	U91328.20	6:25990989-25991454
ENSG00000272068	RP11-284F21.9	1:156607575-156610796
ENSG00000272070	AC005618.6	5:140705777-140708924
ENSG00000272071	RP11-332J15.4	5:6779571-6780111
ENSG00000272072	CTA-363E19.2	7:106833004-106833745
ENSG00000272076	RP11-11C20.3	8:52722670-52723241
ENSG00000272077	RP11-348P10.2	3:44708904-44710856
ENSG00000272078	RP4-734G22.3	1:10699298-10714390
ENSG00000272079	LA16c-380H5.5	16:3056121-3057386
ENSG00000272081	CTD-2376I4.2	5:72251033-72251526
ENSG00000272084	RP5-1126H10.2	1:19398604-19402005
ENSG00000272085	RP11-542A14.2	5:157891473-157891686
ENSG00000272086	CTD-2186M15.3	5:32174577-32175378
ENSG00000272087	RP11-379F4.7	3:158410909-158411557
ENSG00000272088	RP11-168F9.2	1:3403810-3404191
ENSG00000272091	RP4-758J24.5	1:54492356-54494172
ENSG00000272092	RP11-350N15.5	8:38239882-38240979
ENSG00000272093	CTC-365E16.1	5:71656517-71658805
ENSG00000272094	RP4-665J23.4	1:91326107-91328477
ENSG00000272097	RP11-421M1.8	6:10743557-10747896
ENSG00000272098	AC092299.8	19:197075-199431
ENSG00000272100	RP11-155O18.6	1:52819159-52819549
ENSG00000272102	RP3-355L5.5	6:105721095-105721635
ENSG00000272103	CTD-2653M23.3	5:36861838-36862319
ENSG00000272106	RP11-345P4.9	1:1549138-1551175
ENSG00000272109	CTD-2260A17.3	5:96140056-96141808
ENSG00000272110	Y_RNA	3:47542573-47542672
ENSG00000272112	CTB-113P19.5	5:151104392-151104917
ENSG00000272115	GS1-393G12.14	8:145634876-145635360
ENSG00000272123	CTD-2366F13.2	5:52384846-52385298
ENSG00000272128	KB-1836B5.4	8:37956989-37957449
ENSG00000272129	RP11-250B2.6	6:81065141-81066576
ENSG00000272130	RP11-360I2.1	5:21569864-21570154
ENSG00000272134	RP11-927P21.8	17:62877209-62877299
ENSG00000272137	RP11-177G23.2	6:80270849-80271319
ENSG00000272140	RP11-574K11.29	10:75463493-75473339
ENSG00000272141	RP11-465B22.8	1:1104737-1105723
ENSG00000272142	RP11-428J1.5	6:5030206-5043683
ENSG00000272144	CTD-2035E11.5	5:43061497-43062543
ENSG00000272145	NFYC-AS1	1:41156052-41157738
ENSG00000272146	RP11-755B10.4	3:57583442-57586654
ENSG00000272148	RP11-195B17.1	2:27285296-27285775
ENSG00000272153	RP1-286D6.5	1:3701572-3702102
ENSG00000272154	AC005754.7	5:140479829-140481794
ENSG00000272155	RP11-707M3.3	8:66626569-66627013
ENSG00000272156	RP11-477N3.1	2:54309691-54312203
ENSG00000272158	RP11-840I19.5	14:65470043-65470485
ENSG00000272159	RP11-350N15.6	8:38265566-38266260
ENSG00000272160	U4	10:111629616-111629750
ENSG00000272161	RP4-713A8.1	1:2257640-2258132
ENSG00000272164	RP11-180P8.5	17:61082033-61082513
ENSG00000272168	CASC15	6:21665003-22214734
ENSG00000272170	RP11-387M24.5	6:43042069-43042477
ENSG00000272172	RP13-582O9.7	8:144372569-144372791
ENSG00000272173	U47924.31	12:7052671-7053767
ENSG00000272175	RP4-657D16.6	1:52266700-52266979
ENSG00000272179	snoU13	X:119678170-119678273
ENSG00000272180	RP11-481J13.1	2:56179293-56408787
ENSG00000272181	RP11-245J9.6	3:64005184-64005601
ENSG00000272182	RP11-802O23.3	3:58413982-58414542
ENSG00000272183	RP11-523H20.3	2:74728844-74729492
ENSG00000272186	RP11-110I1.13	11:118938085-118938409
ENSG00000272189	RP3-325F22.5	6:136871799-136873692
ENSG00000272192	CTD-2532N20.1	8:66754987-66755566
ENSG00000272195	RP11-156E8.1	1:245132652-245134390
ENSG00000272197	Metazoa_SRP	5:154097945-154098249
ENSG00000272198	RP11-309G3.3	1:181060245-181062035
ENSG00000272201	U47924.30	12:7087683-7089103
ENSG00000272205	RP11-277B15.3	1:167189068-167189749
ENSG00000272209	RP3-500L14.2	6:13825663-13826805
ENSG00000272211	RP11-347P5.1	2:197015987-197019605
ENSG00000272214	AC079602.1	12:121407641-121410095
ENSG00000272215	U7	12:112002625-112002687
ENSG00000272216	LL22NC03-2H8.5	22:22638312-22641586
ENSG00000272217	XXbac-BPG157A10.21	6:33213852-33214633
ENSG00000272219	CTB-181H17.1	7:101603396-101605174
ENSG00000272221	XXbac-BPG181B23.7	6:31362066-31363272
ENSG00000272223	RP1-20C7.6	6:43001635-43002143
ENSG00000272226	RP11-63G10.3	1:59278480-59279014
ENSG00000272232	Metazoa_SRP	9:73194081-73194377
ENSG00000272233	RP11-503E24.3	8:42409933-42410336
ENSG00000272236	XXbac-BPG170G13.32	6:29719742-29719984
ENSG00000272240	RP5-855D21.1	8:184347-184887
ENSG00000272241	AL160275.1	9:117378827-117378895
ENSG00000272244	Metazoa_SRP	X:133348416-133348694
ENSG00000272247	RP11-379F4.9	3:158519046-158519724
ENSG00000272248	RP3-406P24.4	6:4018947-4019436
ENSG00000272249	KB-1958F4.2	8:98145063-98145607
ENSG00000272250	RP11-346C20.4	16:73094144-73094658
ENSG00000272254	RP11-531A24.7	8:73955145-73955581
ENSG00000272255	CTD-3224K15.3	5:139024045-139024587
ENSG00000272256	RP11-489E7.4	8:29940274-29940983
ENSG00000272259	RP11-305P22.9	20:61640735-61716423
ENSG00000272263	RP11-767C1.2	3:12873718-12874227
ENSG00000272264	RP11-92K15.3	8:80944959-80945535
ENSG00000272265	CTD-2287O16.4	5:115413807-115414267
ENSG00000272267	RP11-375N15.2	8:9412656-9414030
ENSG00000272269	RP11-500C11.3	6:17706488-17707575
ENSG00000272272	snoU13	9:140315596-140315690
ENSG00000272273	XXbac-BPG252P9.10	6:30710706-30711369
ENSG00000272274	LINC00551	13:107270158-107283707
ENSG00000272275	RP11-791G15.2	2:10908001-10910184
ENSG00000272277	RP1-40E16.12	6:3068279-3069128
ENSG00000272278	AL121932.1	6:28615974-28616042
ENSG00000272281	TPTE2P2	13:52793479-52908412
ENSG00000272282	RP11-222K16.2	3:27754401-27755496
ENSG00000272283	Metazoa_SRP	21:47955709-47956003
ENSG00000272288	RP11-140K17.3	6:34664094-34665247
ENSG00000272292	U6	1:180727858-180727953
ENSG00000272301	RP11-111M22.4	11:76100692-76101172
ENSG00000272305	RP11-894J14.5	3:53003135-53133469
ENSG00000272308	RP11-231G3.1	5:60162284-60162762
ENSG00000272310	snoU13	16:11561497-11561585
ENSG00000272316	XXbac-BPGBPG55C20.2	6:58234838-58240189
ENSG00000272317	AL162424.2	9:125018212-125018309
ENSG00000272319	AL022345.7	10:43075172-43078220
ENSG00000272320	RP11-506K6.4	6:3311896-3313884
ENSG00000272321	KB-1517D11.4	8:99448897-99451518
ENSG00000272323	CTD-2517O10.6	5:34837654-34839383
ENSG00000272324	CTD-2154B17.4	5:10761177-10770406
ENSG00000272325	NUDT3	6:34247456-34360451
ENSG00000272330	AC002044.4	16:73048218-73048375
ENSG00000272334	RP11-129K12.1	3:37014608-37015163
ENSG00000272335	RP11-53O19.3	5:44826178-44828694
ENSG00000272337	U6	15:52199397-52199502
ENSG00000272338	RP11-722E23.2	8:33218361-33218933
ENSG00000272341	RP1-151F17.2	6:16764577-16767114
ENSG00000272342	RP13-539J13.1	2:739588-740164
ENSG00000272343	RP11-140I16.3	8:57135247-57135732
ENSG00000272345	RP1-30M3.5	6:24701135-24702021
ENSG00000272346	RP11-927P21.11	17:62936700-62937105
ENSG00000272347	RP11-43F13.4	5:1005154-1006738
ENSG00000272354	RP11-307L14.2	5:64316441-64316816
ENSG00000272356	RP5-1112D6.8	6:111630406-111634720
ENSG00000272359	U4	3:196474063-196474195
ENSG00000272360	RP11-359I18.5	3:58476557-58477018
ENSG00000272361	GS1-166A23.2	7:16633253-16633849
ENSG00000272365	RP11-389C8.3	5:71663446-71664222
ENSG00000272366	RP11-573G6.10	10:22629306-22629544
ENSG00000272367	CTC-428H11.2	5:86672073-86672997
ENSG00000272368	RP4-605O3.4	12:50505980-50559203
ENSG00000272369	RP11-446N19.1	12:46931285-47046333
ENSG00000272370	RP11-307L14.1	5:64315865-64316378
ENSG00000272371	RP11-25O10.2	1:53020490-53020945
ENSG00000272372	RP11-441F2.5	16:56385798-56387436
ENSG00000272373	ZNF33B	10:43069633-43134016
ENSG00000272374	RP3-329A5.8	6:35188147-35192407
ENSG00000272375	RP11-51J9.6	8:30054920-30055564
ENSG00000272377	RP11-682N22.1	7:96251318-96293650
ENSG00000272379	RP1-257A7.5	6:13290250-13290722
ENSG00000272381	RP11-192P3.4	10:31476812-31550839
ENSG00000272382	CTD-2035E11.4	5:43033818-43034737
ENSG00000272383	RP11-556O9.4	17:61165523-61166558
ENSG00000272384	RP11-44N11.2	8:123792210-123793069
ENSG00000272386	RP11-666A8.12	17:74547434-74547832
ENSG00000272387	AL022345.8	10:43078683-43078835
ENSG00000272389	CTC-487M23.7	5:112233720-112234068
ENSG00000272395	IFNL4	19:39737773-39739219
ENSG00000272400	RP11-927P21.7	17:62843504-62843846
ENSG00000272402	RP1-30M3.6	6:24706975-24707379
ENSG00000272403	RP1-93H18.7	6:116765323-116766023
ENSG00000272405	RP11-284F21.10	1:156611458-156614679
ENSG00000272406	RP11-185E12.2	5:93077346-93079206
ENSG00000272407	RP3-511B24.5	20:39825287-39825578
ENSG00000272411	RP11-44B19.1	5:148349903-148350216
ENSG00000272412	Metazoa_SRP	11:130180075-130180369
ENSG00000272416	CTD-2081C10.7	5:53176123-53176881
ENSG00000272417	CTD-2199O4.6	5:10203712-10204152
